id,team_name,round,match_date,year,home_away,opponent,team_quarter_scores,team_score,opponent_quarter_scores,opponent_score,result,margin,venue,crowd,team_goals_kicked,team_behinds,opponent_goals_kicked,opponent_behinds
6405,melbourne demons,5,2016-04-24,2016,H,richmond tigers,5.1 11.3 14.7 20.9,129,2.3 7.5 11.9 14.12,96,W,33,Melbourne Cricket Ground,59968.0,20,9,14,12
6406,melbourne demons,6,2016-04-30,2016,H,st kilda saints,5.3 8.3 11.5 15.6,96,3.4 9.9 17.11 20.15,135,L,-39,Marvel Stadium,27260.0,15,6,20,15
6407,melbourne demons,7,2016-05-07,2016,A,gold coast suns,2.3 8.7 17.11 24.16,160,4.2 8.2 11.3 14.3,87,W,73,People First Stadium,12780.0,24,16,14,3
6409,melbourne demons,9,2016-05-22,2016,H,brisbane lions,5.6 10.7 13.10 19.17,131,2.3 5.5 6.10 9.14,68,W,63,Melbourne Cricket Ground,26892.0,19,17,9,14
6410,melbourne demons,10,2016-05-28,2016,H,port adelaide power,2.7 4.9 9.12 10.16,76,2.4 8.6 12.11 18.13,121,L,-45,TIO Traeger Park,5146.0,10,16,18,13
6411,melbourne demons,11,2016-06-04,2016,A,hawthorn hawks,2.0 7.2 10.2 10.4,64,4.5 6.7 8.14 11.16,82,L,-18,Melbourne Cricket Ground,41833.0,10,4,11,16
6412,melbourne demons,12,2016-06-13,2016,H,collingwood magpies,2.4 9.6 11.7 16.8,104,4.4 5.4 6.6 8.10,58,W,46,Melbourne Cricket Ground,60158.0,16,8,8,10
6413,melbourne demons,13,2016-06-19,2016,A,sydney swans,1.1 2.3 3.6 4.7,31,2.6 4.8 6.13 12.14,86,L,-55,Sydney Cricket Ground,19086.0,4,7,12,14
6419,melbourne demons,20,2016-08-06,2016,H,hawthorn hawks,5.2 9.2 12.6 17.8,110,3.3 7.9 10.12 11.15,81,W,29,"Melbourne Cricket Ground
",38818.0,17,8,11,15
6415,melbourne demons,16,2016-07-09,2016,H,fremantle dockers,6.5 9.8 11.11 12.15,87,2.0 3.1 7.4 8.7,55,W,32,TIO Stadium,8163.0,12,15,8,7
6416,melbourne demons,17,2016-07-17,2016,A,st kilda saints,6.2 6.5 9.7 11.8,74,3.3 8.6 10.12 15.20,110,L,-36,Marvel Stadium,25322.0,11,8,15,20
6417,melbourne demons,18,2016-07-23,2016,A,west coast eagles,2.2 5.4 8.10 8.12,60,2.1 5.2 8.4 10.6,66,L,-6,Domain Stadium,33908.0,8,12,10,6
6420,melbourne demons,21,2016-08-13,2016,A,port adelaide power,4.3 8.5 9.9 13.16,94,1.2 2.4 6.5 8.6,54,W,40,Adelaide Oval,33426.0,13,16,8,6
6421,melbourne demons,22,2016-08-21,2016,A,carlton blues,2.2 4.8 6.10 7.16,58,4.5 7.8 10.10 11.12,78,L,-20,Melbourne Cricket Ground,40693.0,7,16,11,12
6422,melbourne demons,23,2016-08-27,2016,A,geelong cats,2.0 3.2 3.6 6.8,44,8.2 11.6 14.10 24.11,155,L,-111,GMHBA Stadium,24413.0,6,8,24,11
6446,melbourne demons,2,2018-03-31,2018,A,brisbane lions,5.4 8.7 9.11 14.16,100,0.3 2.6 5.11 10.14,74,W,26,The Gabba,17141.0,14,16,10,14
6424,melbourne demons,2,2017-04-02,2017,H,carlton blues,3.2 6.4 7.5 13.8,86,2.2 4.6 7.8 9.10,64,W,22,Melbourne Cricket Ground,46727.0,13,8,9,10
6425,melbourne demons,3,2017-04-08,2017,A,geelong cats,2.4 7.11 12.17 13.19,97,5.2 9.2 14.2 20.6,126,L,-29,Marvel Stadium,29733.0,13,19,20,6
6426,melbourne demons,4,2017-04-15,2017,H,fremantle dockers,2.5 9.7 9.10 15.14,104,3.2 6.4 13.8 16.10,106,L,-2,Melbourne Cricket Ground,27829.0,15,14,16,10
6427,melbourne demons,5,2017-04-24,2017,A,richmond tigers,3.4 7.6 11.7 11.9,75,3.1 6.6 7.11 12.16,88,L,-13,Melbourne Cricket Ground,85657.0,11,9,12,16
6428,melbourne demons,6,2017-04-30,2017,A,essendon bombers,2.4 4.6 12.9 17.10,112,2.2 4.8 6.12 10.14,74,W,38,Marvel Stadium,44040.0,17,10,10,14
6429,melbourne demons,7,2017-05-07,2017,H,hawthorn hawks,1.1 4.2 11.6 14.7,91,5.4 8.7 11.7 14.10,94,L,-3,Melbourne Cricket Ground,38693.0,14,7,14,10
6430,melbourne demons,8,2017-05-13,2017,A,adelaide crows,2.2 5.3 12.5 17.5,107,1.4 6.7 7.8 9.12,66,W,41,Adelaide Oval,47882.0,17,5,9,12
6438,melbourne demons,17,2017-07-15,2017,H,adelaide crows,1.3 5.3 9.7 10.10,70,7.2 11.6 12.11 17.14,116,L,-46,"TIO Stadium
",12104.0,10,10,17,14
6432,melbourne demons,10,2017-05-27,2017,H,gold coast suns,2.1 4.8 9.10 18.14,122,4.5 7.7 9.8 13.9,87,W,35,TIO Traeger Park,5072.0,18,14,13,9
6433,melbourne demons,12,2017-06-12,2017,H,collingwood magpies,4.3 6.6 12.9 15.14,104,3.2 10.5 12.8 15.10,100,W,4,Melbourne Cricket Ground,70926.0,15,14,15,10
6457,melbourne demons,14,2018-06-22,2018,A,port adelaide power,3.5 4.8 9.9 9.11,65,1.3 4.6 8.7 11.9,75,L,-10,"Adelaide Oval
",40751.0,9,11,11,9
6435,melbourne demons,14,2017-06-24,2017,A,west coast eagles,3.1 6.6 10.8 15.9,99,2.5 5.7 11.10 14.12,96,W,3,Domain Stadium,36622.0,15,9,14,12
6436,melbourne demons,15,2017-06-30,2017,H,sydney swans,4.0 4.1 5.4 7.8,50,1.8 5.15 8.16 11.19,85,L,-35,Melbourne Cricket Ground,47464.0,7,8,11,19
6439,melbourne demons,18,2017-07-22,2017,H,port adelaide power,4.4 8.8 11.8 13.10,88,0.3 3.6 6.10 9.11,65,W,23,Melbourne Cricket Ground,27068.0,13,10,9,11
6441,melbourne demons,20,2017-08-05,2017,A,greater western sydney giants,3.0 5.1 7.1 10.2,62,8.6 10.7 13.12 14.13,97,L,-35,Manuka Oval,14274.0,10,2,14,13
6442,melbourne demons,21,2017-08-13,2017,H,st kilda saints,6.3 9.6 10.9 14.12,96,1.1 4.4 8.11 10.12,72,W,24,Melbourne Cricket Ground,53115.0,14,12,10,12
6443,melbourne demons,22,2017-08-20,2017,H,brisbane lions,3.3 6.6 11.8 16.8,104,2.3 6.3 9.5 14.7,91,W,13,Melbourne Cricket Ground,30422.0,16,8,14,7
6444,melbourne demons,23,2017-08-26,2017,A,collingwood magpies,1.3 4.8 9.10 12.11,83,6.5 9.6 12.10 14.15,99,L,-16,Melbourne Cricket Ground,51223.0,12,11,14,15
6445,melbourne demons,1,2018-03-25,2018,H,geelong cats,6.1 8.5 12.9 13.16,94,5.3 12.8 13.10 14.13,97,L,-3,Melbourne Cricket Ground,54112.0,13,16,14,13
6447,melbourne demons,3,2018-04-07,2018,H,north melbourne kangaroos,3.2 9.7 12.13 18.15,123,5.3 8.4 10.6 13.8,86,W,37,Melbourne Cricket Ground,35518.0,18,15,13,8
6448,melbourne demons,4,2018-04-15,2018,A,hawthorn hawks,5.5 5.9 5.11 6.12,48,3.5 7.5 11.7 18.7,115,L,-67,Melbourne Cricket Ground,41973.0,6,12,18,7
6449,melbourne demons,5,2018-04-24,2018,H,richmond tigers,1.5 2.6 5.8 8.8,56,2.2 5.8 8.9 15.12,102,L,-46,Melbourne Cricket Ground,77071.0,8,8,15,12
6450,melbourne demons,6,2018-04-29,2018,A,essendon bombers,1.3 4.7 11.10 16.12,108,2.3 5.7 6.9 10.12,72,W,36,Marvel Stadium,35964.0,16,12,10,12
6452,melbourne demons,8,2018-05-12,2018,A,gold coast suns,4.5 8.11 13.17 21.20,146,3.5 5.7 9.9 11.11,77,W,69,The Gabba,6060.0,21,20,11,11
6453,melbourne demons,9,2018-05-20,2018,A,carlton blues,3.4 10.4 18.6 25.9,159,3.1 5.3 7.6 7.8,50,W,109,Melbourne Cricket Ground,44142.0,25,9,7,8
6454,melbourne demons,10,2018-05-27,2018,H,adelaide crows,7.1 12.2 18.6 23.8,146,3.1 4.2 5.4 8.7,55,W,91,TIO Traeger Park,6989.0,23,8,8,7
6456,melbourne demons,12,2018-06-11,2018,H,collingwood magpies,2.0 7.2 11.5 14.7,91,5.5 9.9 15.11 20.13,133,L,-42,Melbourne Cricket Ground,83518.0,14,7,20,13
6458,melbourne demons,15,2018-07-01,2018,H,st kilda saints,4.2 9.3 11.6 18.9,117,4.3 11.6 14.10 18.11,119,L,-2,Melbourne Cricket Ground,38910.0,18,9,18,11
6459,melbourne demons,16,2018-07-07,2018,H,fremantle dockers,2.9 5.15 9.18 13.24,102,2.0 4.2 6.5 7.6,48,W,54,TIO Stadium,8689.0,13,24,7,6
6460,melbourne demons,17,2018-07-14,2018,H,western bulldogs,3.4 6.9 14.9 18.11,119,4.1 6.6 9.9 10.9,69,W,50,Melbourne Cricket Ground,30305.0,18,11,10,9
6461,melbourne demons,18,2018-07-21,2018,A,geelong cats,2.3 5.8 11.9 14.14,98,2.1 5.3 8.4 16.4,100,L,-2,GMHBA Stadium,30125.0,14,14,16,4
6462,melbourne demons,19,2018-07-28,2018,A,adelaide crows,3.1 5.7 12.11 13.12,90,4.4 6.8 7.10 10.17,77,W,13,Adelaide Oval,45880.0,13,12,10,17
6463,melbourne demons,20,2018-08-05,2018,H,gold coast suns,9.3 14.6 16.12 21.17,143,1.0 4.2 5.4 7.5,47,W,96,Melbourne Cricket Ground,23072.0,21,17,7,5
6465,melbourne demons,22,2018-08-19,2018,A,west coast eagles,4.4 7.6 12.8 16.12,108,3.0 5.4 11.6 14.7,91,W,17,Optus Stadium,55824.0,16,12,14,7
6466,melbourne demons,23,2018-08-26,2018,H,greater western sydney giants,4.2 7.6 12.9 15.12,102,4.1 5.5 5.8 8.9,57,W,45,Melbourne Cricket Ground,37285.0,15,12,8,9
6468,melbourne demons,SF,2018-09-14,2018,A,hawthorn hawks,3.1 6.2 12.5 16.8,104,3.1 3.7 6.9 10.11,71,W,33,Melbourne Cricket Ground,90152.0,16,8,10,11
6489,melbourne demons,21,2019-08-10,2019,H,collingwood magpies,1.4 2.6 3.8 7.11,53,0.5 5.6 9.8 10.10,70,L,-17,Melbourne Cricket Ground,31903.0,7,11,10,10
6470,melbourne demons,1,2019-03-23,2019,H,port adelaide power,4.3 6.5 9.7 9.7,61,2.4 6.8 10.9 12.15,87,L,-26,Melbourne Cricket Ground,38866.0,9,7,12,15
6471,melbourne demons,2,2019-03-30,2019,A,geelong cats,2.2 3.4 3.9 6.10,46,6.1 7.4 13.4 20.6,126,L,-80,GMHBA Stadium,27561.0,6,10,20,6
6472,melbourne demons,3,2019-04-05,2019,H,essendon bombers,3.1 10.1 12.3 18.4,112,6.4 8.6 15.6 20.10,130,L,-18,Melbourne Cricket Ground,52475.0,18,4,20,10
6473,melbourne demons,4,2019-04-11,2019,A,sydney swans,3.2 8.4 12.7 15.10,100,5.4 8.10 9.11 11.12,78,W,22,Sydney Cricket Ground,26669.0,15,10,11,12
6474,melbourne demons,5,2019-04-20,2019,H,st kilda saints,3.3 4.5 4.8 7.13,55,4.1 7.2 12.5 15.5,95,L,-40,Melbourne Cricket Ground,35558.0,7,13,15,5
6475,melbourne demons,6,2019-04-24,2019,A,richmond tigers,4.1 4.2 5.5 6.6,42,3.1 5.4 7.9 12.13,85,L,-43,Melbourne Cricket Ground,72704.0,6,6,12,13
6476,melbourne demons,7,2019-05-04,2019,H,hawthorn hawks,2.3 4.5 9.10 11.13,79,4.5 5.8 7.8 11.8,74,W,5,Melbourne Cricket Ground,40864.0,11,13,11,8
6477,melbourne demons,8,2019-05-11,2019,A,gold coast suns,3.2 3.5 5.9 8.13,61,2.1 3.3 5.6 9.6,60,W,1,People First Stadium,9765.0,8,13,9,6
6478,melbourne demons,9,2019-05-17,2019,A,west coast eagles,3.4 5.8 8.12 9.15,69,3.2 5.4 7.6 13.7,85,L,-16,Optus Stadium,51162.0,9,15,13,7
6479,melbourne demons,10,2019-05-26,2019,H,greater western sydney giants,1.1 1.3 3.6 10.8,68,2.5 6.8 12.9 14.10,94,L,-26,Melbourne Cricket Ground,20023.0,10,8,14,10
6480,melbourne demons,11,2019-06-01,2019,H,adelaide crows,6.3 9.4 11.8 12.16,88,4.0 5.3 9.4 14.6,90,L,-2,TIO Stadium,10634.0,12,16,14,6
6481,melbourne demons,12,2019-06-10,2019,A,collingwood magpies,1.2 3.5 5.9 7.15,57,3.5 6.8 11.8 15.8,98,L,-41,Melbourne Cricket Ground,74036.0,7,15,15,8
6482,melbourne demons,14,2019-06-22,2019,H,fremantle dockers,2.1 5.4 9.6 13.7,85,4.1 6.4 10.5 11.5,71,W,14,Melbourne Cricket Ground,20211.0,13,7,11,5
6483,melbourne demons,15,2019-06-30,2019,A,brisbane lions,3.3 6.5 9.6 11.8,74,2.6 4.11 10.14 15.17,107,L,-33,The Gabba,24809.0,11,8,15,17
6484,melbourne demons,16,2019-07-07,2019,A,carlton blues,4.4 7.11 14.12 15.15,105,2.4 5.4 10.6 15.10,100,W,5,Melbourne Cricket Ground,55593.0,15,15,15,10
6486,melbourne demons,18,2019-07-21,2019,H,west coast eagles,1.5 7.8 10.10 11.12,78,5.1 8.3 10.4 14.7,91,L,-13,TIO Traeger Park,7164.0,11,12,14,7
6487,melbourne demons,19,2019-07-27,2019,A,st kilda saints,5.3 6.4 10.6 13.7,85,3.2 5.7 10.10 15.14,104,L,-19,Marvel Stadium,22854.0,13,7,15,14
6493,melbourne demons,2,2020-06-13,2020,A,carlton blues,5.2 7.4 8.5 8.6,54,0.0 2.5 4.6 7.11,53,W,1,Marvel Stadium,0.0,8,6,7,11
6490,melbourne demons,22,2019-08-16,2019,H,sydney swans,3.1 3.3 3.7 5.12,42,4.1 7.3 10.3 15.5,95,L,-53,Melbourne Cricket Ground,23700.0,5,12,15,5
6494,melbourne demons,4,2020-06-28,2020,H,geelong cats,0.1 2.3 3.5 6.8,44,2.1 2.2 6.4 7.5,47,L,-3,Melbourne Cricket Ground,0.0,6,8,7,5
6492,melbourne demons,1,2020-03-22,2020,A,west coast eagles,0.4 3.6 5.9 7.9,51,5.1 7.3 11.6 12.6,78,L,-27,Optus Stadium,0.0,7,9,12,6
6504,melbourne demons,14,2020-08-29,2020,H,st kilda saints,4.0 5.1 7.3 8.4,52,1.3 4.5 6.6 7.7,49,W,3,TIO Traeger Park,0.0,8,4,7,7
6496,melbourne demons,6,2020-07-11,2020,H,gold coast suns,2.1 6.5 8.8 12.8,80,3.2 5.4 8.5 9.9,63,W,17,ENGIE Stadium,0.0,12,8,9,9
6497,melbourne demons,7,2020-07-19,2020,A,hawthorn hawks,3.2 7.3 11.6 14.7,91,1.2 2.3 4.6 7.6,48,W,43,ENGIE Stadium,0.0,14,7,7,6
6498,melbourne demons,8,2020-07-26,2020,H,brisbane lions,2.2 3.3 4.6 7.7,49,2.2 5.5 7.6 7.11,53,L,-4,People First Stadium,0.0,7,7,7,11
6499,melbourne demons,9,2020-07-30,2020,H,port adelaide power,0.2 1.3 3.5 4.8,32,3.2 6.6 10.9 12.11,83,L,-51,The Gabba,0.0,4,8,12,11
6500,melbourne demons,10,2020-08-05,2020,A,adelaide crows,3.2 5.4 6.7 13.10,88,2.4 4.5 4.7 5.7,37,W,51,Adelaide Oval,0.0,13,10,5,7
6501,melbourne demons,11,2020-08-09,2020,H,north melbourne kangaroos,1.4 4.7 7.8 13.14,92,3.2 4.2 5.4 5.5,35,W,57,Adelaide Oval,0.0,13,14,5,5
6502,melbourne demons,12,2020-08-15,2020,H,collingwood magpies,3.3 10.4 12.4 16.4,100,1.1 5.2 6.6 6.8,44,W,56,The Gabba,0.0,16,4,6,8
6503,melbourne demons,13,2020-08-22,2020,A,western bulldogs,1.3 5.5 5.8 7.10,52,2.4 4.4 10.5 12.8,80,L,-28,People First Stadium,0.0,7,10,12,8
6505,melbourne demons,15,2020-09-03,2020,A,sydney swans,2.3 2.4 3.7 6.10,46,2.0 7.2 7.4 10.7,67,L,-21,Cazaly's Stadium,0.0,6,10,10,7
6506,melbourne demons,16,2020-09-07,2020,H,fremantle dockers,0.1 1.3 2.4 4.9,33,1.6 1.9 4.9 6.11,47,L,-14,Cazaly's Stadium,0.0,4,9,6,11
6507,melbourne demons,17,2020-09-12,2020,A,greater western sydney giants,5.2 7.5 9.6 12.7,79,2.3 7.5 10.7 11.8,74,W,5,The Gabba,0.0,12,7,11,8
6508,melbourne demons,18,2020-09-19,2020,A,essendon bombers,1.4 6.6 7.7 10.8,68,2.0 2.2 3.3 7.7,49,W,19,People First Stadium,0.0,10,8,7,7
6511,melbourne demons,3,2021-04-04,2021,A,greater western sydney giants,2.3 6.5 10.7 15.12,102,5.1 7.1 8.1 11.2,68,W,34,Manuka Oval,9563.0,15,12,11,2
6485,melbourne demons,17,2019-07-14,2019,A,western bulldogs,3.2 6.4 7.7 9.12,66,3.3 6.5 7.13 10.14,74,L,-8,"Marvel Stadium
",26781.0,9,12,10,14
6512,melbourne demons,4,2021-04-11,2021,H,geelong cats,2.4 6.8 9.9 12.13,85,1.1 3.3 8.3 9.6,60,W,25,Melbourne Cricket Ground,33728.0,12,13,9,6
6531,melbourne demons,QF,2021-08-28,2021,H,brisbane lions,5.4 9.10 9.12 13.15,93,4.2 5.4 7.5 9.6,60,W,33,Adelaide Oval,13784.0,13,15,9,6
6515,melbourne demons,7,2021-05-02,2021,A,north melbourne kangaroos,3.2 6.4 12.7 16.7,103,4.1 9.5 10.6 11.7,73,W,30,Ninja Stadium,6009.0,16,7,11,7
6516,melbourne demons,8,2021-05-08,2021,H,sydney swans,3.1 5.6 8.6 10.7,67,3.3 3.7 6.8 8.10,58,W,9,Melbourne Cricket Ground,35567.0,10,7,8,10
6517,melbourne demons,9,2021-05-16,2021,H,carlton blues,4.3 8.6 12.9 13.16,94,3.2 6.5 8.7 10.8,68,W,26,Melbourne Cricket Ground,38581.0,13,16,10,8
6518,melbourne demons,10,2021-05-22,2021,A,adelaide crows,5.1 8.4 11.8 14.11,95,4.2 8.4 11.5 15.6,96,L,-1,Adelaide Oval,31373.0,14,11,15,6
6540,melbourne demons,7,2022-04-30,2022,H,hawthorn hawks,3.3 7.5 13.9 13.13,91,3.5 5.8 8.11 11.15,81,W,10,Melbourne Cricket Ground,39425.0,13,13,11,15
6514,melbourne demons,6,2021-04-24,2021,H,richmond tigers,2.2 6.6 10.8 12.10,82,3.3 3.7 5.8 6.12,48,W,34,"Melbourne Cricket Ground
",56418.0,12,10,6,12
6521,melbourne demons,13,2021-06-14,2021,H,collingwood magpies,2.2 4.4 8.6 9.9,63,1.4 6.8 8.11 11.14,80,L,-17,Sydney Cricket Ground,16453.0,9,9,11,14
6522,melbourne demons,15,2021-06-26,2021,A,essendon bombers,1.5 4.8 8.12 9.14,68,2.3 4.5 6.7 8.9,57,W,11,Melbourne Cricket Ground,19414.0,9,14,8,9
6523,melbourne demons,16,2021-07-03,2021,H,greater western sydney giants,1.3 3.6 5.9 7.13,55,2.2 6.6 8.8 9.10,64,L,-9,Melbourne Cricket Ground,16963.0,7,13,9,10
6524,melbourne demons,17,2021-07-08,2021,A,port adelaide power,3.2 8.4 10.9 12.14,86,2.2 5.3 7.5 8.7,55,W,31,Adelaide Oval,30908.0,12,14,8,7
6530,melbourne demons,23,2021-08-21,2021,A,geelong cats,2.3 3.5 6.7 12.9,81,2.1 10.2 12.3 12.5,77,W,4,"GMHBA Stadium
",0.0,12,9,12,5
6526,melbourne demons,19,2021-07-24,2021,H,western bulldogs,1.4 2.7 7.9 9.11,65,3.2 6.4 10.5 13.7,85,L,-20,Melbourne Cricket Ground,0.0,9,11,13,7
6527,melbourne demons,20,2021-08-01,2021,A,gold coast suns,6.4 12.8 17.14 18.20,128,3.2 3.3 3.3 4.6,30,W,98,Marvel Stadium,0.0,18,20,4,6
6528,melbourne demons,21,2021-08-09,2021,A,west coast eagles,4.2 5.3 10.8 10.12,72,2.0 4.5 5.6 9.9,63,W,9,Optus Stadium,31584.0,10,12,9,9
6533,melbourne demons,GF,2021-09-25,2021,H,western bulldogs,4.5 5.9 12.11 21.14,140,1.2 7.5 9.5 10.6,66,W,74,Optus Stadium,61118.0,21,14,10,6
6534,melbourne demons,1,2022-03-16,2022,H,western bulldogs,4.5 6.6 10.8 14.13,97,2.2 8.3 8.5 11.5,71,W,26,Melbourne Cricket Ground,58002.0,14,13,11,5
6535,melbourne demons,2,2022-03-26,2022,A,gold coast suns,3.1 9.1 12.5 12.10,82,2.3 6.5 8.7 10.9,69,W,13,People First Stadium,8280.0,12,10,10,9
6536,melbourne demons,3,2022-04-01,2022,H,essendon bombers,3.5 4.8 9.12 14.15,99,0.4 3.5 8.5 10.10,70,W,29,Melbourne Cricket Ground,44503.0,14,15,10,10
6537,melbourne demons,4,2022-04-07,2022,A,port adelaide power,1.3 6.6 9.7 10.8,68,0.3 0.5 1.8 4.12,36,W,32,Adelaide Oval,23058.0,10,8,4,12
6538,melbourne demons,5,2022-04-16,2022,H,greater western sydney giants,4.0 6.2 16.4 19.6,120,0.5 3.6 5.8 7.11,53,W,67,Melbourne Cricket Ground,20791.0,19,6,7,11
6539,melbourne demons,6,2022-04-24,2022,A,richmond tigers,2.6 3.12 8.19 9.22,76,2.2 5.3 7.4 8.6,54,W,22,Melbourne Cricket Ground,70334.0,9,22,8,6
6541,melbourne demons,8,2022-05-08,2022,H,st kilda saints,4.2 9.3 10.5 14.9,93,0.3 3.4 5.7 8.7,55,W,38,Melbourne Cricket Ground,35767.0,14,9,8,7
6542,melbourne demons,9,2022-05-15,2022,A,west coast eagles,6.5 7.9 9.12 16.16,112,1.0 1.3 3.4 5.8,38,W,74,Optus Stadium,27488.0,16,16,5,8
6543,melbourne demons,10,2022-05-21,2022,A,north melbourne kangaroos,4.4 8.9 10.13 14.16,100,3.0 6.1 8.3 8.5,53,W,47,Marvel Stadium,13422.0,14,16,8,5
6544,melbourne demons,11,2022-05-28,2022,H,fremantle dockers,2.2 6.8 7.10 7.14,56,1.6 2.7 10.9 14.10,94,L,-38,Melbourne Cricket Ground,29812.0,7,14,14,10
6545,melbourne demons,12,2022-06-04,2022,H,sydney swans,5.1 7.1 8.6 9.7,61,1.5 6.9 6.11 10.13,73,L,-12,Melbourne Cricket Ground,32753.0,9,7,10,13
6546,melbourne demons,13,2022-06-13,2022,A,collingwood magpies,3.1 5.4 7.6 8.8,56,0.5 3.8 6.10 12.10,82,L,-26,Melbourne Cricket Ground,76059.0,8,8,12,10
6547,melbourne demons,15,2022-06-23,2022,H,brisbane lions,2.4 8.10 11.17 16.21,117,3.4 4.4 6.7 7.11,53,W,64,Melbourne Cricket Ground,37728.0,16,21,7,11
6549,melbourne demons,17,2022-07-07,2022,A,geelong cats,3.1 5.4 7.6 9.9,63,3.3 5.8 8.12 12.19,91,L,-28,GMHBA Stadium,21501.0,9,9,12,19
6550,melbourne demons,18,2022-07-17,2022,H,port adelaide power,0.4 5.7 8.10 12.11,83,2.1 5.3 7.6 10.9,69,W,14,TIO Traeger Park,6312.0,12,11,10,9
6551,melbourne demons,19,2022-07-23,2022,A,western bulldogs,6.3 11.5 14.7 15.10,100,4.0 9.2 12.6 17.8,110,L,-10,Marvel Stadium,26501.0,15,10,17,8
6552,melbourne demons,20,2022-07-29,2022,A,fremantle dockers,4.3 7.7 10.11 12.13,85,2.2 3.4 4.5 5.9,39,W,46,Optus Stadium,46313.0,12,13,5,9
6554,melbourne demons,22,2022-08-13,2022,H,carlton blues,1.2 4.6 7.11 11.13,79,1.3 3.4 7.8 10.14,74,W,5,Melbourne Cricket Ground,55705.0,11,13,10,14
6555,melbourne demons,23,2022-08-19,2022,A,brisbane lions,6.2 13.3 17.4 18.7,115,1.1 2.3 5.6 8.9,57,W,58,The Gabba,32172.0,18,7,8,9
6556,melbourne demons,QF,2022-09-02,2022,H,sydney swans,4.1 5.4 10.5 10.9,69,2.3 6.4 12.5 14.7,91,L,-22,Melbourne Cricket Ground,78377.0,10,9,14,7
6560,melbourne demons,3,2023-04-02,2023,H,sydney swans,6.1 9.3 14.4 21.8,134,1.3 6.6 9.9 12.12,84,W,50,Melbourne Cricket Ground,42423.0,21,8,12,12
6562,melbourne demons,5,2023-04-15,2023,A,essendon bombers,4.2 7.5 7.7 11.11,77,5.4 9.10 12.13 15.14,104,L,-27,Adelaide Oval,33832.0,11,11,15,14
6563,melbourne demons,6,2023-04-24,2023,H,richmond tigers,2.2 6.2 10.5 15.6,96,5.2 8.4 10.7 11.12,78,W,18,Melbourne Cricket Ground,83985.0,15,6,11,12
6564,melbourne demons,7,2023-04-29,2023,H,north melbourne kangaroos,8.2 13.3 16.4 22.7,139,1.0 2.3 4.6 7.7,49,W,90,Melbourne Cricket Ground,29455.0,22,7,7,7
6565,melbourne demons,8,2023-05-06,2023,A,gold coast suns,4.4 8.5 11.6 13.12,90,3.3 7.4 11.6 13.7,85,W,5,People First Stadium,11440.0,13,12,13,7
6590,melbourne demons,8,2024-05-04,2024,H,geelong cats,3.2 3.7 5.14 10.14,74,2.4 2.8 6.10 9.12,66,W,8,Melbourne Cricket Ground,51795.0,10,14,9,12
6567,melbourne demons,10,2023-05-19,2023,A,port adelaide power,1.2 3.5 10.7 11.10,76,3.2 5.7 8.8 11.14,80,L,-4,Adelaide Oval,37565.0,11,10,11,14
6568,melbourne demons,11,2023-05-27,2023,H,fremantle dockers,3.2 4.5 6.8 10.12,72,2.0 4.3 9.5 12.7,79,L,-7,Melbourne Cricket Ground,29154.0,10,12,12,7
6584,melbourne demons,1,2024-03-17,2024,H,western bulldogs,4.4 8.5 10.8 16.13,109,4.3 6.5 7.7 9.10,64,W,45,"Melbourne Cricket Ground
",44100.0,16,13,9,10
6570,melbourne demons,13,2023-06-12,2023,H,collingwood magpies,1.4 3.8 6.11 8.18,66,3.1 5.4 6.5 9.8,62,W,4,Melbourne Cricket Ground,83578.0,8,18,9,8
6571,melbourne demons,15,2023-06-22,2023,A,geelong cats,2.1 4.8 6.11 8.15,63,3.4 4.7 5.10 11.12,78,L,-15,GMHBA Stadium,19617.0,8,15,11,12
6573,melbourne demons,17,2023-07-08,2023,A,st kilda saints,5.0 7.2 9.5 12.7,79,3.5 4.7 6.8 8.10,58,W,21,Marvel Stadium,30749.0,12,7,8,10
6574,melbourne demons,18,2023-07-14,2023,H,brisbane lions,6.2 8.3 12.4 16.9,105,3.3 8.4 15.7 16.8,104,W,1,Melbourne Cricket Ground,38030.0,16,9,16,8
6576,melbourne demons,20,2023-07-30,2023,A,richmond tigers,3.5 8.5 14.6 20.10,130,5.4 9.7 13.8 15.8,98,W,32,Melbourne Cricket Ground,52294.0,20,10,15,8
6577,melbourne demons,21,2023-08-06,2023,A,north melbourne kangaroos,1.3 8.4 14.7 15.13,103,5.5 8.8 9.9 10.11,71,W,32,Ninja Stadium,8034.0,15,13,10,11
6578,melbourne demons,22,2023-08-12,2023,A,carlton blues,1.0 3.3 6.6 8.8,56,1.3 3.5 6.6 9.6,60,L,-4,Melbourne Cricket Ground,68577.0,8,8,9,6
6579,melbourne demons,23,2023-08-20,2023,H,hawthorn hawks,3.2 6.5 10.6 13.9,87,4.2 6.3 8.5 9.6,60,W,27,Melbourne Cricket Ground,50142.0,13,9,9,6
6580,melbourne demons,24,2023-08-27,2023,A,sydney swans,3.2 5.4 7.8 11.11,77,2.5 3.8 7.12 7.14,56,W,21,Sydney Cricket Ground,41753.0,11,11,7,14
6581,melbourne demons,QF,2023-09-07,2023,A,collingwood magpies,1.0 2.4 4.9 7.11,53,4.2 5.3 9.4 9.6,60,L,-7,Melbourne Cricket Ground,92636.0,7,11,9,6
