team,opponent,match_date,season,venue,is_home,team_score,opp_score,win,draw,margin,points
Melbourne Demons,Richmond Tigers,1990-08-25,1990,Waverley Park,False,86,50,1,0,36,4
Melbourne Demons,Hawthorn Hawks,1990-09-01,1990,Melbourne Cricket Ground,True,116,104,1,0,12,4
Melbourne Demons,Hawthorn Hawks,1990-09-09,1990,Melbourne Cricket Ground,True,73,64,1,0,9,4
Melbourne Demons,West Coast Eagles,1990-09-22,1990,Waverley Park,False,100,130,0,0,-30,0
Melbourne Demons,West Coast Eagles,1991-03-24,1991,Domain Stadium,False,20,99,0,0,-79,0
Melbourne Demons,Fitzroy Lions,1991-03-30,1991,Princes Park,False,180,49,1,0,131,4
Melbourne Demons,St Kilda Saints,1991-04-07,1991,Melbourne Cricket Ground,True,145,154,0,0,-9,0
Melbourne Demons,Carlton Blues,1991-04-13,1991,Waverley Park,True,155,110,1,0,45,4
Melbourne Demons,North Melbourne Kangaroos,1991-04-20,1991,Melbourne Cricket Ground,True,182,112,1,0,70,4
Melbourne Demons,Collingwood Magpies,1991-04-25,1991,Waverley Park,False,113,77,1,0,36,4
Melbourne Demons,Brisbane Bears,1991-05-04,1991,Melbourne Cricket Ground,True,126,113,1,0,13,4
Melbourne Demons,Western Bulldogs,1991-05-11,1991,Melbourne Cricket Ground,True,121,82,1,0,39,4
Melbourne Demons,Adelaide Crows,1991-05-24,1991,AAMI Stadium,False,72,106,0,0,-34,0
Melbourne Demons,Essendon Bombers,1991-06-01,1991,Windy Hill,False,80,86,0,0,-6,0
Melbourne Demons,Richmond Tigers,1991-06-10,1991,Melbourne Cricket Ground,True,90,96,0,0,-6,0
Melbourne Demons,Geelong Cats,1991-06-16,1991,Melbourne Cricket Ground,True,104,134,0,0,-30,0
Melbourne Demons,Hawthorn Hawks,1991-06-22,1991,Waverley Park,True,77,127,0,0,-50,0
Melbourne Demons,Sydney Swans,1991-06-30,1991,Sydney Cricket Ground,False,177,94,1,0,83,4
Melbourne Demons,West Coast Eagles,1991-07-06,1991,Melbourne Cricket Ground,True,76,100,0,0,-24,0
Melbourne Demons,Fitzroy Lions,1991-07-13,1991,Melbourne Cricket Ground,True,92,55,1,0,37,4
Melbourne Demons,St Kilda Saints,1991-07-20,1991,Moorabbin Oval,False,111,110,1,0,1,4
Melbourne Demons,Carlton Blues,1991-07-27,1991,Princes Park,False,80,68,1,0,12,4
Melbourne Demons,North Melbourne Kangaroos,1991-08-03,1991,Melbourne Cricket Ground,False,140,88,1,0,52,4
Melbourne Demons,Collingwood Magpies,1991-08-10,1991,Melbourne Cricket Ground,True,55,127,0,0,-72,0
Melbourne Demons,Brisbane Bears,1991-08-18,1991,The Gabba,False,103,91,1,0,12,4
Melbourne Demons,Western Bulldogs,1991-08-25,1991,Western Oval,False,56,45,1,0,11,4
Melbourne Demons,Essendon Bombers,1991-09-07,1991,Waverley Park,True,113,75,1,0,38,4
Melbourne Demons,West Coast Eagles,1991-09-15,1991,Waverley Park,False,79,117,0,0,-38,0
Melbourne Demons,Geelong Cats,1992-03-28,1992,Melbourne Cricket Ground,True,113,105,1,0,8,4
Melbourne Demons,Adelaide Crows,1992-04-04,1992,Princes Park,True,95,104,0,0,-9,0
Melbourne Demons,Richmond Tigers,1992-04-11,1992,Melbourne Cricket Ground,False,69,119,0,0,-50,0
Melbourne Demons,Collingwood Magpies,1992-04-20,1992,Melbourne Cricket Ground,True,98,131,0,0,-33,0
Melbourne Demons,Essendon Bombers,1992-04-25,1992,Melbourne Cricket Ground,False,123,124,0,0,-1,0
Melbourne Demons,Sydney Swans,1992-05-02,1992,Melbourne Cricket Ground,True,96,96,0,1,0,2
Melbourne Demons,St Kilda Saints,1992-05-09,1992,Waverley Park,False,65,125,0,0,-60,0
Melbourne Demons,Hawthorn Hawks,1992-05-16,1992,Waverley Park,False,48,120,0,0,-72,0
Melbourne Demons,North Melbourne Kangaroos,1992-05-23,1992,Melbourne Cricket Ground,True,140,104,1,0,36,4
Melbourne Demons,Carlton Blues,1992-05-30,1992,Waverley Park,True,65,99,0,0,-34,0
Melbourne Demons,Brisbane Bears,1992-06-07,1992,People First Stadium,False,77,103,0,0,-26,0
Melbourne Demons,Western Bulldogs,1992-06-14,1992,Western Oval,False,54,161,0,0,-107,0
Melbourne Demons,Fitzroy Lions,1992-06-28,1992,Melbourne Cricket Ground,True,109,87,1,0,22,4
Melbourne Demons,West Coast Eagles,1992-07-03,1992,WACA,False,87,109,0,0,-22,0
Melbourne Demons,Geelong Cats,1992-07-11,1992,GMHBA Stadium,False,63,136,0,0,-73,0
Melbourne Demons,Adelaide Crows,1992-07-19,1992,AAMI Stadium,False,116,67,1,0,49,4
Melbourne Demons,Richmond Tigers,1992-07-25,1992,Melbourne Cricket Ground,True,150,75,1,0,75,4
Melbourne Demons,Collingwood Magpies,1992-08-01,1992,Victoria Park,False,109,100,1,0,9,4
Melbourne Demons,Essendon Bombers,1992-08-08,1992,Melbourne Cricket Ground,True,94,126,0,0,-32,0
Melbourne Demons,Sydney Swans,1992-08-16,1992,Sydney Cricket Ground,False,139,88,1,0,51,4
Melbourne Demons,St Kilda Saints,1992-08-23,1992,Melbourne Cricket Ground,True,43,58,0,0,-15,0
Melbourne Demons,Hawthorn Hawks,1992-08-29,1992,Melbourne Cricket Ground,True,130,149,0,0,-19,0
Melbourne Demons,Hawthorn Hawks,1993-03-27,1993,Waverley Park,False,70,93,0,0,-23,0
Melbourne Demons,Western Bulldogs,1993-04-03,1993,Princes Park,True,95,103,0,0,-8,0
Melbourne Demons,Brisbane Bears,1993-04-11,1993,The Gabba,False,113,115,0,0,-2,0
Melbourne Demons,North Melbourne Kangaroos,1993-04-17,1993,Melbourne Cricket Ground,False,99,128,0,0,-29,0
Melbourne Demons,Adelaide Crows,1993-04-25,1993,Melbourne Cricket Ground,True,77,68,1,0,9,4
Melbourne Demons,Richmond Tigers,1993-04-30,1993,Melbourne Cricket Ground,True,153,60,1,0,93,4
Melbourne Demons,Fitzroy Lions,1993-05-08,1993,Princes Park,False,78,79,0,0,-1,0
Melbourne Demons,West Coast Eagles,1993-05-23,1993,Melbourne Cricket Ground,True,101,88,1,0,13,4
Melbourne Demons,Carlton Blues,1993-05-29,1993,Princes Park,False,74,128,0,0,-54,0
Melbourne Demons,Collingwood Magpies,1993-06-14,1993,Melbourne Cricket Ground,True,160,109,1,0,51,4
Melbourne Demons,Essendon Bombers,1993-06-19,1993,Melbourne Cricket Ground,True,105,71,1,0,34,4
Melbourne Demons,Sydney Swans,1993-06-27,1993,Sydney Cricket Ground,False,109,149,0,0,-40,0
Melbourne Demons,St Kilda Saints,1993-07-03,1993,Waverley Park,False,92,46,1,0,46,4
Melbourne Demons,Geelong Cats,1993-07-10,1993,Melbourne Cricket Ground,True,141,127,1,0,14,4
Melbourne Demons,Hawthorn Hawks,1993-07-17,1993,Melbourne Cricket Ground,True,90,106,0,0,-16,0
Melbourne Demons,Western Bulldogs,1993-07-24,1993,Western Oval,False,110,97,1,0,13,4
Melbourne Demons,Brisbane Bears,1993-08-01,1993,Melbourne Cricket Ground,True,138,49,1,0,89,4
Melbourne Demons,Adelaide Crows,1993-08-15,1993,AAMI Stadium,False,46,105,0,0,-59,0
Melbourne Demons,Richmond Tigers,1993-08-22,1993,Melbourne Cricket Ground,False,175,54,1,0,121,4
Melbourne Demons,Fitzroy Lions,1993-08-29,1993,Melbourne Cricket Ground,True,75,98,0,0,-23,0
Melbourne Demons,Geelong Cats,1994-03-27,1994,Melbourne Cricket Ground,True,174,109,1,0,65,4
Melbourne Demons,Hawthorn Hawks,1994-04-02,1994,Waverley Park,False,118,64,1,0,54,4
Melbourne Demons,Essendon Bombers,1994-04-16,1994,Melbourne Cricket Ground,False,84,66,1,0,18,4
Melbourne Demons,Brisbane Bears,1994-04-22,1994,Melbourne Cricket Ground,True,117,30,1,0,87,4
Melbourne Demons,Collingwood Magpies,1994-04-30,1994,Waverley Park,True,60,55,1,0,5,4
Melbourne Demons,North Melbourne Kangaroos,1994-05-07,1994,Melbourne Cricket Ground,True,58,90,0,0,-32,0
Melbourne Demons,Western Bulldogs,1994-05-15,1994,Melbourne Cricket Ground,True,91,94,0,0,-3,0
Melbourne Demons,Sydney Swans,1994-05-21,1994,Melbourne Cricket Ground,True,97,106,0,0,-9,0
Melbourne Demons,St Kilda Saints,1994-05-28,1994,Waverley Park,False,106,32,1,0,74,4
Melbourne Demons,West Coast Eagles,1994-06-05,1994,Melbourne Cricket Ground,True,74,118,0,0,-44,0
Melbourne Demons,Carlton Blues,1994-06-11,1994,Melbourne Cricket Ground,True,94,121,0,0,-27,0
Melbourne Demons,Adelaide Crows,1994-06-19,1994,AAMI Stadium,False,78,83,0,0,-5,0
Melbourne Demons,Richmond Tigers,1994-06-25,1994,Melbourne Cricket Ground,True,62,78,0,0,-16,0
Melbourne Demons,Fitzroy Lions,1994-07-02,1994,Western Oval,False,111,65,1,0,46,4
Melbourne Demons,Geelong Cats,1994-07-09,1994,GMHBA Stadium,False,115,145,0,0,-30,0
Melbourne Demons,Hawthorn Hawks,1994-07-16,1994,Princes Park,True,112,74,1,0,38,4
Melbourne Demons,Essendon Bombers,1994-07-30,1994,Melbourne Cricket Ground,True,135,58,1,0,77,4
Melbourne Demons,Brisbane Bears,1994-08-07,1994,The Gabba,False,99,84,1,0,15,4
Melbourne Demons,Collingwood Magpies,1994-08-13,1994,Melbourne Cricket Ground,True,64,92,0,0,-28,0
Melbourne Demons,North Melbourne Kangaroos,1994-08-19,1994,Melbourne Cricket Ground,False,103,83,1,0,20,4
Melbourne Demons,Western Bulldogs,1994-08-27,1994,Western Oval,False,71,111,0,0,-40,0
Melbourne Demons,Sydney Swans,1994-09-04,1994,Sydney Cricket Ground,False,167,121,1,0,46,4
Melbourne Demons,Carlton Blues,1994-09-11,1994,Melbourne Cricket Ground,True,123,96,1,0,27,4
Melbourne Demons,Western Bulldogs,1994-09-18,1994,Melbourne Cricket Ground,True,144,65,1,0,79,4
Melbourne Demons,West Coast Eagles,1994-09-24,1994,WACA,False,52,117,0,0,-65,0
Melbourne Demons,Geelong Cats,1995-04-01,1995,GMHBA Stadium,False,73,87,0,0,-14,0
Melbourne Demons,North Melbourne Kangaroos,1995-04-08,1995,Melbourne Cricket Ground,True,87,106,0,0,-19,0
Melbourne Demons,Essendon Bombers,1995-04-17,1995,Melbourne Cricket Ground,False,82,98,0,0,-16,0
Melbourne Demons,Western Bulldogs,1995-04-23,1995,Princes Park,False,80,103,0,0,-23,0
Melbourne Demons,West Coast Eagles,1995-04-29,1995,WACA,False,74,90,0,0,-16,0
Melbourne Demons,Adelaide Crows,1995-05-05,1995,AAMI Stadium,False,69,77,0,0,-8,0
Melbourne Demons,Brisbane Bears,1995-05-14,1995,Melbourne Cricket Ground,True,82,75,1,0,7,4
Melbourne Demons,Hawthorn Hawks,1995-05-20,1995,Waverley Park,False,112,50,1,0,62,4
Melbourne Demons,Collingwood Magpies,1995-05-28,1995,Melbourne Cricket Ground,True,85,58,1,0,27,4
Melbourne Demons,Sydney Swans,1995-06-03,1995,Melbourne Cricket Ground,True,102,77,1,0,25,4
Melbourne Demons,Carlton Blues,1995-06-12,1995,Melbourne Cricket Ground,True,80,112,0,0,-32,0
Melbourne Demons,St Kilda Saints,1995-06-25,1995,Waverley Park,False,90,73,1,0,17,4
Melbourne Demons,Richmond Tigers,1995-07-01,1995,Melbourne Cricket Ground,True,95,84,1,0,11,4
Melbourne Demons,Fremantle Dockers,1995-07-09,1995,Domain Stadium,False,102,50,1,0,52,4
Melbourne Demons,Fitzroy Lions,1995-07-15,1995,Western Oval,False,131,50,1,0,81,4
Melbourne Demons,Geelong Cats,1995-07-22,1995,Princes Park,False,82,111,0,0,-29,0
Melbourne Demons,North Melbourne Kangaroos,1995-07-28,1995,Melbourne Cricket Ground,False,102,80,1,0,22,4
Melbourne Demons,Essendon Bombers,1995-08-05,1995,Melbourne Cricket Ground,True,73,106,0,0,-33,0
Melbourne Demons,Western Bulldogs,1995-08-12,1995,Western Oval,False,58,78,0,0,-20,0
Melbourne Demons,West Coast Eagles,1995-08-19,1995,Melbourne Cricket Ground,True,75,104,0,0,-29,0
Melbourne Demons,Adelaide Crows,1995-08-25,1995,Melbourne Cricket Ground,True,115,146,0,0,-31,0
Melbourne Demons,Brisbane Bears,1995-09-01,1995,The Gabba,False,89,110,0,0,-21,0
Melbourne Demons,Geelong Cats,1996-03-29,1996,Melbourne Cricket Ground,True,56,183,0,0,-127,0
Melbourne Demons,Collingwood Magpies,1996-04-08,1996,Melbourne Cricket Ground,False,79,173,0,0,-94,0
Melbourne Demons,St Kilda Saints,1996-04-14,1996,Princes Park,True,98,88,1,0,10,4
Melbourne Demons,Carlton Blues,1996-04-20,1996,Princes Park,False,86,133,0,0,-47,0
Melbourne Demons,Fremantle Dockers,1996-04-26,1996,WACA,False,59,96,0,0,-37,0
Melbourne Demons,West Coast Eagles,1996-05-04,1996,Princes Park,False,50,156,0,0,-106,0
Melbourne Demons,Sydney Swans,1996-05-11,1996,Melbourne Cricket Ground,True,38,82,0,0,-44,0
Melbourne Demons,Hawthorn Hawks,1996-05-18,1996,Waverley Park,False,71,122,0,0,-51,0
Melbourne Demons,Essendon Bombers,1996-05-25,1996,Melbourne Cricket Ground,False,77,89,0,0,-12,0
Melbourne Demons,Collingwood Magpies,1996-06-10,1996,Melbourne Cricket Ground,True,114,76,1,0,38,4
Melbourne Demons,Fitzroy Lions,1996-06-16,1996,Western Oval,False,119,56,1,0,63,4
Melbourne Demons,Brisbane Bears,1996-06-22,1996,The Gabba,False,46,123,0,0,-77,0
Melbourne Demons,Adelaide Crows,1996-06-30,1996,AAMI Stadium,False,123,72,1,0,51,4
Melbourne Demons,Western Bulldogs,1996-07-07,1996,Melbourne Cricket Ground,True,94,67,1,0,27,4
Melbourne Demons,Richmond Tigers,1996-07-14,1996,Melbourne Cricket Ground,True,81,127,0,0,-46,0
Melbourne Demons,Geelong Cats,1996-07-20,1996,GMHBA Stadium,False,30,88,0,0,-58,0
Melbourne Demons,North Melbourne Kangaroos,1996-07-26,1996,Melbourne Cricket Ground,True,70,183,0,0,-113,0
Melbourne Demons,Sydney Swans,1996-08-04,1996,Sydney Cricket Ground,False,52,115,0,0,-63,0
Melbourne Demons,Carlton Blues,1996-08-10,1996,Melbourne Cricket Ground,True,129,110,1,0,19,4
Melbourne Demons,Fremantle Dockers,1996-08-16,1996,Melbourne Cricket Ground,True,92,71,1,0,21,4
Melbourne Demons,West Coast Eagles,1996-08-25,1996,Domain Stadium,False,78,151,0,0,-73,0
Melbourne Demons,Hawthorn Hawks,1996-08-31,1996,Melbourne Cricket Ground,True,101,102,0,0,-1,0
Melbourne Demons,North Melbourne Kangaroos,1997-03-27,1997,Melbourne Cricket Ground,False,70,55,1,0,15,4
Melbourne Demons,Collingwood Magpies,1997-04-04,1997,Melbourne Cricket Ground,True,56,163,0,0,-107,0
Melbourne Demons,Sydney Swans,1997-04-11,1997,Sydney Cricket Ground,False,91,99,0,0,-8,0
Melbourne Demons,Western Bulldogs,1997-04-18,1997,Melbourne Cricket Ground,True,87,89,0,0,-2,0
Melbourne Demons,West Coast Eagles,1997-04-26,1997,Melbourne Cricket Ground,True,78,126,0,0,-48,0
Melbourne Demons,St Kilda Saints,1997-05-04,1997,Waverley Park,False,35,121,0,0,-86,0
Melbourne Demons,Fremantle Dockers,1997-05-10,1997,WACA,False,69,124,0,0,-55,0
Melbourne Demons,Geelong Cats,1997-05-17,1997,Melbourne Cricket Ground,True,49,128,0,0,-79,0
Melbourne Demons,Port Adelaide Power,1997-05-23,1997,AAMI Stadium,False,27,78,0,0,-51,0
Melbourne Demons,Richmond Tigers,1997-05-31,1997,Melbourne Cricket Ground,False,92,67,1,0,25,4
Melbourne Demons,Adelaide Crows,1997-06-08,1997,Melbourne Cricket Ground,True,45,97,0,0,-52,0
Melbourne Demons,Brisbane Lions,1997-06-15,1997,Melbourne Cricket Ground,True,50,135,0,0,-85,0
Melbourne Demons,Hawthorn Hawks,1997-06-29,1997,Waverley Park,False,55,118,0,0,-63,0
Melbourne Demons,Essendon Bombers,1997-07-06,1997,Melbourne Cricket Ground,False,57,120,0,0,-63,0
Melbourne Demons,Carlton Blues,1997-07-12,1997,Melbourne Cricket Ground,True,119,100,1,0,19,4
Melbourne Demons,North Melbourne Kangaroos,1997-07-20,1997,Melbourne Cricket Ground,True,58,114,0,0,-56,0
Melbourne Demons,Collingwood Magpies,1997-07-27,1997,Melbourne Cricket Ground,False,82,134,0,0,-52,0
Melbourne Demons,Sydney Swans,1997-08-02,1997,Melbourne Cricket Ground,True,53,169,0,0,-116,0
Melbourne Demons,Western Bulldogs,1997-08-09,1997,Princes Park,False,64,102,0,0,-38,0
Melbourne Demons,West Coast Eagles,1997-08-15,1997,WACA,False,59,97,0,0,-38,0
Melbourne Demons,St Kilda Saints,1997-08-22,1997,Melbourne Cricket Ground,True,62,114,0,0,-52,0
Melbourne Demons,Fremantle Dockers,1997-08-30,1997,Melbourne Cricket Ground,True,119,79,1,0,40,4
Melbourne Demons,Fremantle Dockers,1998-03-29,1998,Domain Stadium,False,61,84,0,0,-23,0
Melbourne Demons,North Melbourne Kangaroos,1998-04-04,1998,Melbourne Cricket Ground,True,125,100,1,0,25,4
Melbourne Demons,Brisbane Lions,1998-04-13,1998,The Gabba,False,100,87,1,0,13,4
Melbourne Demons,Carlton Blues,1998-04-19,1998,Princes Park,False,72,70,1,0,2,4
Melbourne Demons,Port Adelaide Power,1998-04-26,1998,Melbourne Cricket Ground,True,102,53,1,0,49,4
Melbourne Demons,Sydney Swans,1998-05-03,1998,Sydney Cricket Ground,False,80,61,1,0,19,4
Melbourne Demons,Richmond Tigers,1998-05-10,1998,Melbourne Cricket Ground,False,49,91,0,0,-42,0
Melbourne Demons,Collingwood Magpies,1998-05-17,1998,Melbourne Cricket Ground,True,114,111,1,0,3,4
Melbourne Demons,Essendon Bombers,1998-05-23,1998,Melbourne Cricket Ground,True,84,122,0,0,-38,0
Melbourne Demons,Adelaide Crows,1998-05-31,1998,AAMI Stadium,False,58,111,0,0,-53,0
Melbourne Demons,Hawthorn Hawks,1998-06-06,1998,Waverley Park,False,117,70,1,0,47,4
Melbourne Demons,Geelong Cats,1998-06-13,1998,Melbourne Cricket Ground,True,46,141,0,0,-95,0
Melbourne Demons,St Kilda Saints,1998-06-21,1998,Melbourne Cricket Ground,True,42,127,0,0,-85,0
Melbourne Demons,West Coast Eagles,1998-06-28,1998,Domain Stadium,False,96,79,1,0,17,4
Melbourne Demons,Western Bulldogs,1998-07-04,1998,Princes Park,False,65,83,0,0,-18,0
Melbourne Demons,Fremantle Dockers,1998-07-18,1998,Melbourne Cricket Ground,True,106,83,1,0,23,4
Melbourne Demons,North Melbourne Kangaroos,1998-07-25,1998,Melbourne Cricket Ground,False,87,152,0,0,-65,0
Melbourne Demons,Brisbane Lions,1998-08-01,1998,Melbourne Cricket Ground,True,151,56,1,0,95,4
Melbourne Demons,Carlton Blues,1998-08-08,1998,Melbourne Cricket Ground,True,113,64,1,0,49,4
Melbourne Demons,Port Adelaide Power,1998-08-16,1998,AAMI Stadium,False,94,71,1,0,23,4
Melbourne Demons,Sydney Swans,1998-08-24,1998,Melbourne Cricket Ground,True,114,83,1,0,31,4
Melbourne Demons,Richmond Tigers,1998-08-30,1998,Melbourne Cricket Ground,True,133,57,1,0,76,4
Melbourne Demons,Adelaide Crows,1998-09-05,1998,Melbourne Cricket Ground,True,115,67,1,0,48,4
Melbourne Demons,St Kilda Saints,1998-09-12,1998,Melbourne Cricket Ground,True,107,56,1,0,51,4
Melbourne Demons,North Melbourne Kangaroos,1998-09-18,1998,Melbourne Cricket Ground,False,84,114,0,0,-30,0
Melbourne Demons,Richmond Tigers,1999-03-27,1999,Melbourne Cricket Ground,True,104,87,1,0,17,4
Melbourne Demons,St Kilda Saints,1999-04-04,1999,Waverley Park,False,84,130,0,0,-46,0
Melbourne Demons,Geelong Cats,1999-04-10,1999,GMHBA Stadium,False,91,97,0,0,-6,0
Melbourne Demons,Hawthorn Hawks,1999-04-16,1999,Melbourne Cricket Ground,True,85,84,1,0,1,4
Melbourne Demons,Port Adelaide Power,1999-04-24,1999,Melbourne Cricket Ground,True,90,66,1,0,24,4
Melbourne Demons,Brisbane Lions,1999-05-01,1999,The Gabba,False,70,93,0,0,-23,0
Melbourne Demons,Essendon Bombers,1999-05-08,1999,Melbourne Cricket Ground,True,134,113,1,0,21,4
Melbourne Demons,Western Bulldogs,1999-05-15,1999,Princes Park,False,53,117,0,0,-64,0
Melbourne Demons,Carlton Blues,1999-05-22,1999,Princes Park,False,64,97,0,0,-33,0
Melbourne Demons,Fremantle Dockers,1999-06-04,1999,Melbourne Cricket Ground,True,90,144,0,0,-54,0
Melbourne Demons,Collingwood Magpies,1999-06-14,1999,Melbourne Cricket Ground,False,89,78,1,0,11,4
Melbourne Demons,North Melbourne Kangaroos,1999-06-20,1999,Melbourne Cricket Ground,True,92,93,0,0,-1,0
Melbourne Demons,Adelaide Crows,1999-06-27,1999,Melbourne Cricket Ground,True,109,91,1,0,18,4
Melbourne Demons,West Coast Eagles,1999-07-03,1999,Domain Stadium,False,77,112,0,0,-35,0
Melbourne Demons,Sydney Swans,1999-07-10,1999,Melbourne Cricket Ground,True,74,125,0,0,-51,0
Melbourne Demons,Richmond Tigers,1999-07-16,1999,Melbourne Cricket Ground,False,82,107,0,0,-25,0
Melbourne Demons,St Kilda Saints,1999-07-23,1999,Melbourne Cricket Ground,True,79,98,0,0,-19,0
Melbourne Demons,Geelong Cats,1999-07-31,1999,Melbourne Cricket Ground,True,80,101,0,0,-21,0
Melbourne Demons,Hawthorn Hawks,1999-08-08,1999,Waverley Park,False,54,122,0,0,-68,0
Melbourne Demons,Port Adelaide Power,1999-08-14,1999,AAMI Stadium,False,46,63,0,0,-17,0
Melbourne Demons,Brisbane Lions,1999-08-21,1999,Melbourne Cricket Ground,True,104,159,0,0,-55,0
Melbourne Demons,Essendon Bombers,1999-08-28,1999,Melbourne Cricket Ground,False,99,116,0,0,-17,0
Melbourne Demons,Richmond Tigers,2000-03-08,2000,Melbourne Cricket Ground,False,92,94,0,0,-2,0
Melbourne Demons,North Melbourne Kangaroos,2000-03-17,2000,Melbourne Cricket Ground,True,145,120,1,0,25,4
Melbourne Demons,Sydney Swans,2000-03-26,2000,Sydney Cricket Ground,False,114,126,0,0,-12,0
Melbourne Demons,St Kilda Saints,2000-04-02,2000,Melbourne Cricket Ground,True,165,75,1,0,90,4
Melbourne Demons,Fremantle Dockers,2000-04-08,2000,WACA,False,106,75,1,0,31,4
Melbourne Demons,Geelong Cats,2000-04-16,2000,GMHBA Stadium,False,84,109,0,0,-25,0
Melbourne Demons,West Coast Eagles,2000-04-23,2000,Marvel Stadium,True,138,77,1,0,61,4
Melbourne Demons,Port Adelaide Power,2000-04-30,2000,AAMI Stadium,False,111,86,1,0,25,4
Melbourne Demons,Essendon Bombers,2000-05-07,2000,Melbourne Cricket Ground,True,93,106,0,0,-13,0
Melbourne Demons,Brisbane Lions,2000-05-15,2000,Marvel Stadium,True,102,84,1,0,18,4
Melbourne Demons,Adelaide Crows,2000-05-21,2000,AAMI Stadium,False,70,105,0,0,-35,0
Melbourne Demons,Western Bulldogs,2000-05-28,2000,Marvel Stadium,False,83,108,0,0,-25,0
Melbourne Demons,Carlton Blues,2000-06-03,2000,Melbourne Cricket Ground,True,61,159,0,0,-98,0
Melbourne Demons,Collingwood Magpies,2000-06-10,2000,Melbourne Cricket Ground,True,143,78,1,0,65,4
Melbourne Demons,Hawthorn Hawks,2000-06-17,2000,Melbourne Cricket Ground,False,141,72,1,0,69,4
Melbourne Demons,Richmond Tigers,2000-06-24,2000,Melbourne Cricket Ground,True,110,100,1,0,10,4
Melbourne Demons,North Melbourne Kangaroos,2000-07-01,2000,Marvel Stadium,False,102,103,0,0,-1,0
Melbourne Demons,Sydney Swans,2000-07-08,2000,Melbourne Cricket Ground,True,125,99,1,0,26,4
Melbourne Demons,St Kilda Saints,2000-07-16,2000,Marvel Stadium,False,116,98,1,0,18,4
Melbourne Demons,Fremantle Dockers,2000-07-23,2000,Marvel Stadium,True,160,77,1,0,83,4
Melbourne Demons,Geelong Cats,2000-07-30,2000,Melbourne Cricket Ground,True,126,108,1,0,18,4
Melbourne Demons,West Coast Eagles,2000-08-06,2000,Domain Stadium,False,170,100,1,0,70,4
Melbourne Demons,Carlton Blues,2000-08-13,2000,Melbourne Cricket Ground,True,96,87,1,0,9,4
Melbourne Demons,North Melbourne Kangaroos,2000-08-25,2000,Melbourne Cricket Ground,True,156,106,1,0,50,4
Melbourne Demons,Essendon Bombers,2000-09-02,2000,Melbourne Cricket Ground,False,75,135,0,0,-60,0
Melbourne Demons,Richmond Tigers,2001-04-01,2001,Melbourne Cricket Ground,True,103,134,0,0,-31,0
Melbourne Demons,Adelaide Crows,2001-04-07,2001,AAMI Stadium,False,83,80,1,0,3,4
Melbourne Demons,Geelong Cats,2001-04-16,2001,Melbourne Cricket Ground,True,124,104,1,0,20,4
Melbourne Demons,Hawthorn Hawks,2001-04-22,2001,Melbourne Cricket Ground,False,44,83,0,0,-39,0
Melbourne Demons,Sydney Swans,2001-04-29,2001,Melbourne Cricket Ground,True,119,104,1,0,15,4
Melbourne Demons,Fremantle Dockers,2001-05-05,2001,Domain Stadium,False,119,74,1,0,45,4
Melbourne Demons,Western Bulldogs,2001-05-11,2001,Melbourne Cricket Ground,True,77,107,0,0,-30,0
Melbourne Demons,Essendon Bombers,2001-05-20,2001,Melbourne Cricket Ground,True,79,85,0,0,-6,0
Melbourne Demons,Port Adelaide Power,2001-05-27,2001,AAMI Stadium,False,68,88,0,0,-20,0
Melbourne Demons,St Kilda Saints,2001-06-02,2001,Marvel Stadium,False,144,113,1,0,31,4
Melbourne Demons,Collingwood Magpies,2001-06-11,2001,Melbourne Cricket Ground,True,57,134,0,0,-77,0
Melbourne Demons,Brisbane Lions,2001-06-17,2001,The Gabba,False,99,148,0,0,-49,0
Melbourne Demons,West Coast Eagles,2001-07-01,2001,Domain Stadium,False,88,95,0,0,-7,0
Melbourne Demons,North Melbourne Kangaroos,2001-07-08,2001,Melbourne Cricket Ground,True,93,121,0,0,-28,0
Melbourne Demons,Carlton Blues,2001-07-14,2001,Princes Park,False,117,111,1,0,6,4
Melbourne Demons,Richmond Tigers,2001-07-20,2001,Melbourne Cricket Ground,False,86,127,0,0,-41,0
Melbourne Demons,Adelaide Crows,2001-07-28,2001,Melbourne Cricket Ground,True,84,100,0,0,-16,0
Melbourne Demons,Geelong Cats,2001-08-04,2001,Melbourne Cricket Ground,True,103,100,1,0,3,4
Melbourne Demons,Hawthorn Hawks,2001-08-11,2001,Melbourne Cricket Ground,True,71,156,0,0,-85,0
Melbourne Demons,Sydney Swans,2001-08-19,2001,Sydney Cricket Ground,False,131,98,1,0,33,4
Melbourne Demons,Fremantle Dockers,2001-08-26,2001,Marvel Stadium,True,114,79,1,0,35,4
Melbourne Demons,Western Bulldogs,2001-09-02,2001,Marvel Stadium,False,133,123,1,0,10,4
Melbourne Demons,Hawthorn Hawks,2002-04-01,2002,Melbourne Cricket Ground,False,129,103,1,0,26,4
Melbourne Demons,Port Adelaide Power,2002-04-07,2002,Melbourne Cricket Ground,True,109,82,1,0,27,4
Melbourne Demons,Richmond Tigers,2002-04-13,2002,Melbourne Cricket Ground,False,76,96,0,0,-20,0
Melbourne Demons,West Coast Eagles,2002-04-20,2002,Princes Park,True,137,103,1,0,34,4
Melbourne Demons,Western Bulldogs,2002-04-26,2002,Marvel Stadium,False,104,81,1,0,23,4
